10003036,"PHARMACIE LA REYSSOUZE",17,"BD","IRENE JOLIOT CURIE","01000 BOURG EN BRESSE"
10003051,"PHARMACIE DU PLATEAU",3,"AV","JEAN JAURES","01000 BOURG EN BRESSE"
10003069,"SAVS VIVRE EN VILLE 01 BOURG-EN BRESSE",14,"R","DE LA GRENOUILLERE","01000 BOURG EN BRESSE"
10003085,"PHARMACIE DU FAUBOURG",12,"AV","DE MACON","01000 BOURG EN BRESSE"
10003101,"PHARMACIE LAINE",35,"AV","MAGINOT","01000 BOURG EN BRESSE"
10003119,"SERVICE D'ACCUEIL DE JOUR EMILE BRUN",14,"R","DE LA GRENOUILLERE","01000 BOURG EN BRESSE"
10003135,"SELARL SELIGNAT",45,"R","MARECHAL FOCH","01000 BOURG EN BRESSE"
10003150,"PHARMACIE DES VENNES",14,"R","MOLIERE","01000 BOURG EN BRESSE"
10003184,"PHARMACIE DU CARREFOUR",,"BD","CHARLES DE GAULLE","01000 BOURG EN BRESSE"
10003200,"PHARMACIE BRESSANE",,"R","DU STAND","01000 BOURG EN BRESSE"
10003218,"IME HENRI LAFAY",1,"R","DU DOCTEUR DUBY","01000 BOURG EN BRESSE"
10003267,"PHARMACIE PASTEUR",19,"R","NOTRE DAME","01000 BOURG EN BRESSE"
10003283,"PHARMACIE DU NORD",16,"AV","DE MARBOZ","01000 BOURG EN BRESSE"
10003317,"PHARMACIE BOUVIER",,"RES","DE CESSY","01170 CESSY"
10003333,"PHARMACIE DE CEYZERIAT",2,"AV","DU REVERMONT","01250 CEYZERIAT"
10003358,"RESIDENCE DALLEX ALLOMBERT",2,"RTE","DE LA FORGE","01100 BELLIGNAT"
10003366,"PHARMACIE OLIVA-SEVAIN",,"PL","DU MARCHE","01320 CHALAMONT"
10003382,"PHARMACIE DU VALROMEY",214,,"GRAND RUE","01260 CHAMPAGNE EN VALROMEY"
10003416,"PHARMACIE DE LA MICHAILLE",7,"R","DE LA POSTE","01200 VALSERHONE"
10003432,"PHARMACIE CHANEL",145,"AV","MARECHAL FOCH","01400 CHATILLON SUR CHALARONNE"
10003473,"PHIE LUGINBUHL-BERNADAC & ASSOCIES",,,"GRANDE RUE","01270 COLIGNY"
10003507,"PHARMACIE DU FORT",100,"GR",,"01550 COLLONGES"
10003523,"PHARMACIE DU COLOMBIER",1,"AV","JEAN FALCONNIER","01350 CULOZ"
10003549,"ECOLE SANITAIRE DU CH FLEYRIAT",900,"RTE","PARIS","01012 BOURG EN BRESSE CEDEX"
10003556,"PHARMACIE DE DAGNEUX",1147,"R","DE GENEVE","01120 DAGNEUX"
10003572,"PHARMACIE DES BAINS",31,"R","DES BAINS","01220 DIVONNE LES BAINS"
10003598,"IFAS CH DU HAUT BUGEY",1,"RTE","DE VEYZIAT","01117 OYONNAX CEDEX"
10003606,"PHARMACIE CENTRALE",132,,"GRANDE RUE","01220 DIVONNE LES BAINS"
10003622,"PHARMACIE DE DORTAN",,"R","COLONEL ROMANS PETIT","01590 DORTAN"
10003655,"PHARMACIE DE FAREINS",279,"RTE","DE FLECHERES","01480 FAREINS"
10003671,"PHARMACIE DE FEILLENS",210,,"GRANDE RUE","01570 FEILLENS"
10003689,"SIAAM01 - SAFEP - SAAAIS",1,"R","DES DIMES","01000 BOURG EN BRESSE"
10003705,"PHARMACIE REVOL",5,"AV","VOLTAIRE","01210 FERNEY VOLTAIRE"
10003721,"PHARMACIE DU LEVANT",6,"CHE","DU LEVANT","01210 FERNEY VOLTAIRE"
10003754,"PHARMACIE DE LA POTERIE",,"ZONE","ARTISANALE DE LA POTERIE","01210 FERNEY VOLTAIRE"
10003770,"PHARMACIE DE GEX",,,,"01170 GEX"
10003788,"MAISON FAMILIALE RURALE DE LA DOMBES",,,"LA SAULSAIE","01120 MONTLUEL"
10003804,"PHARMACIE ROMAND",,"AV","DE LA GARE","01170 GEX"
10003820,"PHARPAMA",539,"R","DES ENTREPRENEURS","01170 GEX"
10003838,"CADA AIN SITE MIRIBEL",,"ALL","DES PEUPLIERS","01705 MIRIBEL CEDEX"
10003853,"PHARMACIE JEAN-MICHEL GRIZARD",1,"R","GUSTAVE LAMBERT","01290 GRIEGES"
10003887,"PHARMACIE FREDERIC VALLEE",2,"R","JOSEPH VIALLAZ","01110 PLATEAU D HAUTEVILLE"
10003903,"PHARMACIE CHRISTELLE BURGAT",297,"AV","DU 11 NOVEMBRE 1918","01110 PLATEAU D HAUTEVILLE"
10003937,"PHARMACIE DU CRET",,"R","MASONOD","01110 PLATEAU D HAUTEVILLE"
10003952,"PHARMACIE DES MONTS BERTHIAND",705,,"GRANDE  RUE","01580 IZERNORE"
10003978,"ACCUEIL DE JOUR ""AUX  LUCIOLES""",,"R","DU COLLEGE","01600 REYRIEUX"
10003986,"PHARMACIE DU MARMONT",,"R","DU MARMONT","01480 JASSANS RIOTTIER"
10004000,"PHARMACIE BATHIER-BRETTON",,"R","JEAN MONNET","01480 JASSANS RIOTTIER"
10004034,"PHARMACIE DE JUJURIEUX",,"AV","DES SPORTS","01640 JUJURIEUX"
10004059,"EHPAD LE CLOS CHEVALIER ORNEX",7,"R","PERE ADAM","01210 ORNEX"
10004067,"PHARMACIE MATHIEU",1,"R","MARCHE  18 RUE PASTEUR","01150 LAGNIEU"
10004083,"PHARMACIE PERDRIX-DANIERE",3,"PL","DE LA LIBERTE","01150 LAGNIEU"
10004109,"SESSAD PAUL MOURLON",66,"AV","DU GENERAL SARRAIL","01500 AMBERIEU EN BUGEY"
10004117,"S.C.E.M",48,"RTE","DU PORT","01150 LAGNIEU"
10004133,"PHARMACIE GOENVEC-ESTAVOYER",,,"LA CHAPELLE","01410 LELEX"
10004158,"EAM ROMANS FERRARI",408,"RTE","DE VILLARS","01400 ROMANS"
10004166,"PHARMACIE DE LENT",,"PL","DE LA MAIRIE","01240 LENT"
10004182,"PHARMACIE DE LOYETTES",171,"R","DU BUGEY","01360 LOYETTES"
10004216,"PHARMACIE DU BOURG",1318,,"GRAND'ROUTE","01570 MANZIAT"
10004232,"PHARMACIE DE MARBOZ",,"R","SAINT CREPIN","01851 MARBOZ"
10004257,"PHARMACIE DE MASSIEUX",,"CHE","DU PREBLANC","01600 MASSIEUX"
10004273,"PHARMACIE CENTRALE",1,"R","DE LYON","01800 MEXIMIEUX"
10004307,"PHARMACIE LUZY-FOULON",22,"AV","DE DENKENDORF","01800 MEXIMIEUX"
10004323,"PHIE DU CENTRE COMMERCIAL MEXIMIEUX",39,"R","DE LYON","01800 MEXIMIEUX"
10004356,"S.E.L PHARMAXINE",156,,"GRAND RUE","01660 MEZERIAT"
10004372,"PHARMACIE CENTRALE PIAUD LLEO",1051,,"GRANDE RUE","01700 MIRIBEL"
10004398,"ACCUEIL DE JOUR BON REPOS BELLEY",40,"R","DU BON REPOS","01300 BELLEY"
10004406,"PHARMACIE DES ACACIAS",1138,,"GRANDE RUE","01700 MIRIBEL"
10004422,"PHARMACIE VUILLEMENOT-LIEGEON",1422,,"GRANDE RUE","01700 MIRIBEL"
10004455,"PHARMACIE  DES AUGUSTINS",187,"CRS","CONDE","01120 MONTLUEL"
10004471,"PHARMACIE DE LA SEREINE",245,,"GRANDE RUE","01120 MONTLUEL"
10004505,"PHARMACIE SANDRE",14,"PL","DE L EGLISE","01090 MONTMERLE SUR SAONE"
10004521,"PHARMACIE ZAMBUJO",15,"AV","DE BRESSE","01460 MONTREAL LA CLUSE"
10004554,"PHARMACIE DU QUEBEC",2,"R","DE BROLLIAT","01460 MONTREAL LA CLUSE"
10004570,"PHARMACIE CENTRALE",25,,"GRANDE RUE","01340 MONTREVEL EN BRESSE"
10004604,"PHARMACIE DES 4 CHEMINS",1,"R","DE LA GARE","01340 MONTREVEL EN BRESSE"
10004620,"SARL DES DAPHNEES",55,"R","DU DOCTEUR MERCIER","01130 NANTUA"
10004653,"PHARMACIE DU COLLEGE",19,"R","DU COLLEGE","01130 NANTUA"
10004687,"SELARL PHARMACIE GLEIZON",,"R","DE LA BRESSE","01400 NEUVILLE LES DAMES"
10004703,"SADRD PHARMAGALT",1,"ARC","D ORNEX","01210 ORNEX"
10004737,"PHARMACIE DE LA VAPEUR",44,"R","ANATOLE FRANCE","01100 OYONNAX"
10004752,"PHARMACIE MATZ-VENARD",78,"R","ANATOLE FRANCE","01100 OYONNAX"
10004786,"MA PHARMACIE",98,"R","ANATOLE FRANCE","01100 OYONNAX"
10004802,"PHARMACIE ANATOLE",100,"R","ANATOLE FRANCE","01100 OYONNAX"
10004828,"MAISON D'ENFANTS LE PETIT LOGIS",10,"R","DU DOCTEUR FRANCOISE DOLTO","01500 AMBERIEU EN BUGEY"
10004851,"SELARL PHARMACIE DES ROCHETTES",53,"R","BRILLAT SAVARIN","01100 OYONNAX"
10004885,"PHARMACIE CENTRALE",74,"R","MICHELET","01100 OYONNAX"
10004901,"PHARMACIE DE LA FORGE",28,"R","SAINT-EXUPERY","01100 OYONNAX"
10004935,"PHARMACIE DE LA PLAINE",93,"CRS","DE VERDUN","01100 OYONNAX"
10004950,"PHARMACIE CHARREIX-FAVRE",92,"CRS","DE VERDUN","01100 OYONNAX"
10004968,"SCE D'ACCOMPAGNEMENT A LA VIE SOCIALE",15,"R","DES CARRONNIERES","01800 MEXIMIEUX"
10004984,"PHARMACIE DE LA TREFILERIE",240,"AV","DE LYON","01960 PERONNAS"
10005007,"PHARMACIE DE LA MAIRIE",,"PL","DE LA MAIRIE","01960 PERONNAS"
10005023,"SELARL DU CADUCEE",117,"RTE","DE BOURG EN BRESSE","01310 POLLIAT"
10005056,"PHARMACIE DE PONCIN",21,"PL","BICHAT","01450 PONCIN"
10005072,"PHARMACIE DES BORDS DE L'AIN",16,"R","DU 1ER SEPTEMBRE 1944","01160 PONT D AIN"
10005098,"PHARMACIE SIAUVE",9,"R","DE LYON","01630 ST GENIS POUILLY"
10005106,"PHARMACIE SURACE",14,"R","MAL DE LATTRE DE TASSIGNY","01190 PONT DE VAUX"
10005148,"SESSAD DELTA 01",1327,"AV","CHARLES DE GAULLE","01330 VILLARS LES DOMBES"
10005155,"PHARMACIE VERGOBBI",80,"R","DU MARECHAL DE LATTRE DE TA","01190 PONT DE VAUX"
10005171,"PHARMACIE VOISIN",41,,"GRANDE RUE","01290 PONT DE VEYLE"
10005205,"PHARMACIE COTTIN",73,"CHEM","DE LA RAVOIRE","01280 PREVESSIN MOENS"
10005221,"PHARMACIE DE PRIAY",332,"GR","DE LA COTIERE","01160 PRIAY"
10005239,"CH DU HAUT BUGEY - GEOVREISSET",1,"RTE","DE VEYZIAT","01108 OYONNAX CEDEX"
10005254,"PHARMACIE DE LA MADELEINE",422,"RTE","DE LA MADELEINE","01750 REPLONGES"
10005270,"PHARMACIE SIMAO DE SOUZA - CIBERT -",53,,"GRANDE RUE","01600 REYRIEUX"
10005288,"ESAT L'ADAPT DE VIRIAT",69,"R","GAY LUSSAC","01440 VIRIAT"
10005304,"PHARMACIE SAVOYAT",,"LD","LA CROIX","01390 ST ANDRE DE CORCY"
10005320,"PHARMACIE DES PLANES",115,"R","DU VILLAGE","01000 ST DENIS LES BOURG"
10005353,"PHARMACIE DU PRINTEMPS",348,"AV","DE TREVOUX","01000 ST DENIS LES BOURG"
10005379,"HAD DE L'HOPITAL PRIVE D'AMBERIEU",,"EN","PRAGNAT NORD","01500 AMBERIEU EN BUGEY"
10005387,"PHARMACIE DE SAINT-DENIS",1,"R","DU DOCTEUR CHARCOT","01500 ST DENIS EN BUGEY"
10005403,"PHARMACIE DAVIN",123,"R","DES HUGUETS","01140 ST DIDIER SUR CHALARONNE"
10005437,"PHIE GINDRE - BERNADAC ET ASSOCIES",667,"R","CENTRALE","01370 ST ETIENNE DU BOIS"
10005452,"PHARMACIE GROSS",12,"R","DE LA PETITE VIE","01630 ST GENIS POUILLY"
10005486,"PHARMACIE LELIEVRE",22,"R","DE GENEVE","01630 ST GENIS POUILLY"
10005536,"PHARMACIE MARION-TISSIER",,"PL","DE LA FONTAINE","01560 ST JULIEN SUR REYSSOUZE"
10005551,"SELARL PHARMACIE CAO-BROWN",27,"R","DE LA LEVEE","01750 ST LAURENT SUR SAONE"
10005585,"DUJOLS MARTIN",2,"RTE","DE LA CHANOISE","01430 ST MARTIN DU FRENE"
10005601,"PHARMACIE DE LA COTIERE",41,"RTE","DE GENEVE","01700 ST MAURICE DE BEYNOST"
10005619,"CAMSP",66,"AV","DU GENERAL SARRAIL","01500 AMBERIEU EN BUGEY"
10005635,"PHARMACIE REYMONDON",14,"PL","DE L EGLISE","01800 ST MAURICE DE GOURDANS"
10005650,"PHARMACIE LAURENCE DURAND",336,"R","DE LA DOMBES","01240 ST PAUL DE VARAX"
10005684,"PHARMACIE DE L'ALBARINE",99,"R","DU DOCTEUR TEMPORAL","01230 ST RAMBERT EN BUGEY"
10005700,"PHARMACIE DE ST TRIVIER",200,"RTE","DE CHALON","01560 ST TRIVIER DE COURTES"
10005734,"PHARMACIE DE SAINT TRIVIER",92,"RTE","DE CHATILLON","01990 ST TRIVIER SUR MOIGNANS"
10005767,"PHARMACIE BRISON-FOURNEUVE",32,"GR","RUE","01150 SAULT BRENAZ"
10005783,"PHARMACIE DE SEGNY",,"RTE","NATIONALE 5","01170 SEGNY"
10005817,"PHARMACIE DE L'AVENT",37,,"GRAND RUE","01470 SERRIERES DE BRIORD"
10005833,"PHARMACIE BIONNET",8,"QU","EDOUARD SERRULAZ","01420 SEYSSEL"
10005866,"PHARMACIE BARBI-LOUIS",9,"R","CENTRALE","01230 TENAY"
10005882,"PHARMACIE DES MONTS JURA",,"R","BRIAND STRESEMANN","01710 THOIRY"
10005916,"PHARMACIE DE THOISSEY",50,"R","FAUBOURG DES DOMBES","01140 THOISSEY"
10005932,"PHARMACIE DE TOSSIAT",15,"RTE","DE MONTAGNAT","01250 TOSSIAT"
10005957,"PHARMACIE DE TREFFORT",,"PL","DU CHAMP DE FOIRE","01370 VAL REVERMONT"
10005973,"PHARMACIE DU PARLEMENT",324,"RTE","DE LYON","01600 TREVOUX"
10006005,"SELARL SAONE VALLEE",2,"BD","DES COMBATTANTS","01600 TREVOUX"
10006021,"SELARL DOREAU GILBERT",,"RTE","DE DIVONNE","01210 VERSONNEX"
10006054,"GRANDE PHARMACIE DE VILLARS",13,"AV","GILBERT SARDIER","01330 VILLARS LES DOMBES"
10006070,"PHARMACIE DE LA DOMBES",76,"R","GILBERT BOULLIER","01330 VILLARS LES DOMBES"
10006104,"PHARMACIE GOURRY",,"PL","DES COMBATTANTS","01250 VILLEREVERSURE"
10006120,"PHARMACIE ROUX",216,"AV","CHARLES DE GAULLE","01800 VILLIEU LOYES MOLLON"
10006153,"PHARMACIE PICQUIER",45,"R","DU PLATEAU","01440 VIRIAT"
10006179,"CADA AIN SITE AMBERIEU",36,"ALL","DE LA BARBOTIERE","01502 AMBERIEU EN BUGEY CEDEX"
10006187,"PHARMACIE DE VIRIAT",376,"R","PROSPER CONVERT","01440 VIRIAT"
10006203,"PHARMACIE CHBANI-MISERE",,"R","DU STADE","01510 VIRIEU LE GRAND"
10006237,"PHARMACIE ERMANN ET DESMARIS",,"PL","FERDINAND DE BEOST","01540 VONNAS"
10006245,"IFSI-IFAS DU BUGEY",180,"R","DE LA FORESTIERE","01110 PLATEAU D HAUTEVILLE"
10006278,"ITEP MARCEL BRUN",3,"R","DE LA CROIX-ROUSSE","01430 CONDAMINE"
10006286,"CATTP ADULTES AMBERIEU",31,"R","DES PLATTES","01500 AMBERIEU EN BUGEY"
10006294,"AP DE BROU",61,"R","DES PRES DE BROU","01000 BOURG EN BRESSE"
10006310,"CHRS REG'AIN  OYONNAX-BELLEGARDE",2,"IMP","PIERRE DEMANGEOT","01100 OYONNAX"
10006328,"SESSAD GEORGES LOISEAU",1650,"RTE","DE BOURG EN BRESSE","01250 VILLEREVERSURE"
10006344,"CHRS BIBIANE BELL - ACCUEIL GESSIEN",75,"R","GEORGES CHARPAK","01170 GEX"
10006369,"SESSAD L'INTERLUDE",40,"RTE","DE SAINT GERMAIN","01300 BELLEY"
10006385,"CATTP ENFANTS-ADOS CHATEAU-GAILLARD",,"R","JEAN MERMOZ","01500 CHATEAU GAILLARD"
10006401,"SSIAD EHPAD FONTELUNE",10,"R","DE LA COMMUNE 1871","01500 AMBERIEU EN BUGEY"
10006435,"PHARMACIE IMBACH",81,"RTE","DE GENEVE","01700 NEYRON"
10006492,"PHARMACIE DES ANNEAUX",,"PRE","DE PLANCHE","01280 PREVESSIN MOENS"
10006500,"CAMSP DE L'APF - BOURG EN BRESSE",6,"AV","DU CHAMP DE FOIRE","01000 BOURG EN BRESSE"
10006518,"FOYER DE VIE LES 4 VENTS",36,"BD","ST NICOLAS","01000 BOURG EN BRESSE"
10006526,"AURAL UNITE DIALYSE CH HAUT BUGEY",2,"RTE","DE VEYZIAT","01100 OYONNAX"
10006542,"LIEU DE VIE ""GRANGE AUX LOUPS""",5343,"RTE","DE PONT DE VAUX","01380 BAGE DOMMARTIN"
10006559,"FOYER ACCUEIL MEDICALISE DE ST VULBAS",,,,"01150 ST VULBAS"
10006591,"PHARMACIE ROBERT",32,"VAL","THOIRY","01710 THOIRY"
10006609,"SAMSAH BOURG EN BRESSE",4,"R","ANDRE CHARLES BOULE","01000 BOURG EN BRESSE"
10006625,"ASS. PROXIMITE A.D.A.P.A.",10,"R","PAVE D'AMOUR","01000 BOURG EN BRESSE"
10006641,"ADMR SECTEUR AMBERIEUX.EN.D.",,,"MAIRIE","01330 AMBERIEUX EN DOMBES"
10006658,"INSTITUT MEDICO-EDUCATIF LA DECOUVERTE",75,"R","DU CHATEAU","01390 CIVRIEUX"
10006674,"ADMR SECTEUR DU COLOMBIER",,,,"01350 ANGLEFORT"
10006690,"ADMR SECTEUR CEYZERIAT",,,,"01250 CEYZERIAT"
10006708,"SERVICE D'ACTIVITES DE JOUR",,"PL","LIEUTENANT GIRAUD","01800 MEXIMIEUX"
10006724,"ADMR SECTEUR CEYZERIEU",,,,"01350 CEYZERIEU"
10006740,"ADMR SECTEUR CHALEINS",,,,"01480 CHALEINS"
10006773,"ADMR SECTEUR CHATILLON/CH",49,"R","GAMBETTA","01400 CHATILLON SUR CHALARONNE"
10006781,"ADMR SECTEUR VALROMEY",,,,"01260 CHAMPAGNE EN VALROMEY"
10006799,"EHPAD LA ROSE DES VENTS",1289,"R","EDOUARD HERRIOT","01480 JASSANS RIOTTIER"
10006815,"ADMR SECTEUR FEILLENS",,,,"01570 FEILLENS"
10006831,"ADMR SECTEUR MONTREVEL",,"R","DE L'EGLISE","01340 MONTREVEL EN BRESSE"
10006849,"ASSOCIATION ECLAT",690,"R","JEAN BELLEVILLE","01630 ST GENIS POUILLY"
10006864,"ADMR SECTEUR NEUVILLE-LES-D",,,,"01400 NEUVILLE LES DAMES"
10006880,"ADMR SECTEUR VAL-DE-SAONE",,,"ESPACE TALENCONNAIS","01600 REYRIEUX"
10006898,"ESAT LES DOMBES",118,"IMP","DES JARDINS","01330 VILLARS LES DOMBES"
10006914,"ADMR SECTEUR ST-ANDRE-DE-C.",,,,"01390 ST ANDRE DE CORCY"
10006930,"ADMR SECTEUR ST-DENIS-LES-B",,,,"01000 ST DENIS LES BOURG"
10006963,"ADMR SECTEUR BRESSE-REVERMONT",,,,"01370 ST ETIENNE DU BOIS"
10006997,"ADMR SECTEUR ST-MAURICE-DE-G.",,,,"01800 ST MAURICE DE GOURDANS"
10007011,"ADMR SECTEUR ST-TRIVIER-C.",,,,"01560 ST TRIVIER DE COURTES"
10007045,"ADMR SECTEUR ST-TRIVIER/M",,,,"01990 ST TRIVIER SUR MOIGNANS"
10007060,"ADMR SECTEUR SULIGNAT",,,,"01400 SULIGNAT"
10007078,"ACCUEIL DE JOUR AUTONOME L'ENTRE-TEMPS",30,"IMP","DE LA CROIX DU CREUX","01750 REPLONGES"
10007094,"ADMR SECTEUR CENTRE-DOMBES",,,,"01330 VILLARS LES DOMBES"
10007110,"ADMR SECTEUR DEUX VALLEES",,,,"01250 VILLEREVERSURE"
10007144,"ADMR SECTEUR VILLIEU",,,,"01800 VILLIEU LOYES MOLLON"
10007177,"PROXIMITE ADMR AIN",1,"R","ROBERT SCHUMAN","01000 BOURG EN BRESSE"
10007193,"AIN DOMICILE SERVICES",1133,"AV","DE LYON","01960 PERONNAS"
10007219,"SERVICE DEPARTEMENTAL DE PMI AIN",13,"AV","DE LA VICTOIRE","01012 BOURG EN BRESSE CEDEX"
10007227,"AIN AIDE ET SERVICES BELLEY",,,"MAISON DE PAYS","01260 CHAMPAGNE EN VALROMEY"
10007243,"AIN AIDE ET SERVICES BRESSE",,,"FOYER SOLEIL","01851 MARBOZ"
10007268,"RESIDENCE GRANDE TERRE BEYNOST",520,"R","DES THERMES","01700 BEYNOST"
10007276,"AIN AIDE ET SERVICES DOMBES",,,"LA CURE","01320 ST NIZIER LE DESERT"
10007284,"SOINS ET SANTE VAL-DE-SAONE",,"RTE","VEISSIEUX LE HAUT","01600 REYRIEUX"
10007300,"CLINIQUE AMBULATOIRE CENDANEG",180,"RTE","DU NANT","01280 PREVESSIN MOENS"
10007318,"RESIDENCE LES MARAIS",144,"R","NOTRE DAME DES MARAIS","01120 MONTLUEL"
10007342,"A.F.P. FAMILLES",12,"R","DE LA LIBERTE","01003 BOURG EN BRESSE CEDEX"
